NAME_ENGL,ISO3_CODE,total,value,pillar_num,commitment_num,note,group,group_value,country_url,row_id,x,y,pillar_num_cardinal,pillar_txt,commitment_num_cardinal,commitment_txt_cardinal,fx,fy
Democratic Republic of The Congo,COD,47.8590471873164,43.541666666666664,3,9,NA,Off course,Off course,countries/cod,42,3,41.63457003763566,3,Responsibility and sustainability,9,DTI Index,2,8
Democratic Republic of The Congo,COD,47.8590471873164,56.75251591628694,4,10,NA,Off course,Getting on track,countries/cod,42,3,57.422691953874164,4,Trust and resilience,10,Global Cybersecurity Index,2,8
Democratic Republic of The Congo,COD,47.8590471873164,26,4,11,NA,Off course,Off course,countries/cod,42,3,27.12820702046156,4,Trust and resilience,11,Overall Resilience,2,8
Democratic Republic of The Congo,COD,47.8590471873164,NA,4,12,NA,Off course,NA,countries/cod,42,3,NA,4,Trust and resilience,12,Accountability Index,2,8
Denmark,DNK,82.1083690877948,97.1,1,1,NA,Leading,Leading,countries/dnk,43,3,96.00099918376654,1,Connectivity and infrastructure,1,ICT Development Index,3,8
Denmark,DNK,82.1083690877948,100,1,2,NA,Leading,Leading,countries/dnk,43,3,100.67096265405416,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,8
Denmark,DNK,82.1083690877948,72.6977299797795,1,3,NA,Leading,On track,countries/dnk,43,3,74.54184047239639,1,Connectivity and infrastructure,3,Network Readiness Index,3,8
Denmark,DNK,82.1083690877948,NA,2,4,NA,Leading,NA,countries/dnk,43,3,NA,2,Rights and freedoms,4,Freedom on the Net,3,8
Denmark,DNK,82.1083690877948,97,2,5,NA,Leading,Leading,countries/dnk,43,3,95.06500043161213,2,Rights and freedoms,5,Freedom in the World,3,8
Denmark,DNK,82.1083690877948,89.92152807180686,2,6,NA,Leading,Leading,countries/dnk,43,3,90.70087260537697,2,Rights and freedoms,6,Rule of Law Index,3,8
Denmark,DNK,82.1083690877948,17.11026615969582,3,7,NA,Leading,Off course,countries/dnk,43,3,16.644790620018973,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,8
Denmark,DNK,82.1083690877948,NA,3,8,NA,Leading,NA,countries/dnk,43,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,8
Denmark,DNK,82.1083690877948,82.60416666666667,3,9,NA,Leading,Leading,countries/dnk,43,3,81.56155097174148,3,Responsibility and sustainability,9,DTI Index,3,8
Denmark,DNK,82.1083690877948,100,4,10,NA,Leading,Leading,countries/dnk,43,3,99.55074806138873,4,Trust and resilience,10,Global Cybersecurity Index,3,8
Denmark,DNK,82.1083690877948,65,4,11,NA,Leading,Getting on track,countries/dnk,43,3,65.01872749533504,4,Trust and resilience,11,Overall Resilience,3,8
Denmark,DNK,82.1083690877948,99.65,4,12,NA,Leading,Leading,countries/dnk,43,3,101.6036133222282,4,Trust and resilience,12,Accountability Index,3,8
Djibouti,DJI,54.2301605893838,61.6,1,1,NA,Getting on track,Getting on track,countries/dji,44,3,62.04953374192119,1,Connectivity and infrastructure,1,ICT Development Index,4,8
Djibouti,DJI,54.2301605893838,100,1,2,NA,Getting on track,Leading,countries/dji,44,3,98.30378292128444,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,8
Djibouti,DJI,54.2301605893838,NA,1,3,NA,Getting on track,NA,countries/dji,44,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,4,8
Djibouti,DJI,54.2301605893838,NA,2,4,NA,Getting on track,NA,countries/dji,44,3,NA,2,Rights and freedoms,4,Freedom on the Net,4,8
Djibouti,DJI,54.2301605893838,24,2,5,NA,Getting on track,Off course,countries/dji,44,3,22.579159670509398,2,Rights and freedoms,5,Freedom in the World,4,8
Djibouti,DJI,54.2301605893838,NA,2,6,NA,Getting on track,NA,countries/dji,44,3,NA,2,Rights and freedoms,6,Rule of Law Index,4,8
Djibouti,DJI,54.2301605893838,95.43726235741444,3,7,NA,Getting on track,Leading,countries/dji,44,3,96.82108501830764,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,8
Djibouti,DJI,54.2301605893838,NA,3,8,NA,Getting on track,NA,countries/dji,44,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,8
Djibouti,DJI,54.2301605893838,45,3,9,NA,Getting on track,Off course,countries/dji,44,3,43.15596479084343,3,Responsibility and sustainability,9,DTI Index,4,8
Djibouti,DJI,54.2301605893838,31.484022357656563,4,10,NA,Getting on track,Off course,countries/dji,44,3,30.820278913869465,4,Trust and resilience,10,Global Cybersecurity Index,4,8
Djibouti,DJI,54.2301605893838,32,4,11,NA,Getting on track,Off course,countries/dji,44,3,32.750251616351306,4,Trust and resilience,11,Overall Resilience,4,8
Djibouti,DJI,54.2301605893838,44.32,4,12,NA,Getting on track,Off course,countries/dji,44,3,43.83884347014129,4,Trust and resilience,12,Accountability Index,4,8
Dominican Republic,DOM,64.6140520927053,75.4,1,1,NA,Getting on track,On track,countries/dom,45,3,75.94515767935664,1,Connectivity and infrastructure,1,ICT Development Index,0,9
Dominican Republic,DOM,64.6140520927053,100,1,2,NA,Getting on track,Leading,countries/dom,45,3,100.71672497969121,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,9
Dominican Republic,DOM,64.6140520927053,45.27094969174809,1,3,NA,Getting on track,Off course,countries/dom,45,3,44.037593974945914,1,Connectivity and infrastructure,3,Network Readiness Index,0,9
Dominican Republic,DOM,64.6140520927053,NA,2,4,NA,Getting on track,NA,countries/dom,45,3,NA,2,Rights and freedoms,4,Freedom on the Net,0,9
Dominican Republic,DOM,64.6140520927053,68,2,5,NA,Getting on track,On track,countries/dom,45,3,67.68419605027884,2,Rights and freedoms,5,Freedom in the World,0,9
Dominican Republic,DOM,64.6140520927053,49.33779292650581,2,6,NA,Getting on track,Off course,countries/dom,45,3,49.85861880336017,2,Rights and freedoms,6,Rule of Law Index,0,9
Dominican Republic,DOM,64.6140520927053,68.44106463878327,3,7,NA,Getting on track,On track,countries/dom,45,3,66.56466491683298,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,9
Dominican Republic,DOM,64.6140520927053,23.18,3,8,NA,Getting on track,Off course,countries/dom,45,3,22.91582270089537,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,9
Dominican Republic,DOM,64.6140520927053,87.91666666666667,3,9,NA,Getting on track,Leading,countries/dom,45,3,88.47349028258274,3,Responsibility and sustainability,9,DTI Index,0,9
Dominican Republic,DOM,64.6140520927053,75.82809909605498,4,10,NA,Getting on track,On track,countries/dom,45,3,73.90603481964285,4,Trust and resilience,10,Global Cybersecurity Index,0,9
Dominican Republic,DOM,64.6140520927053,41,4,11,NA,Getting on track,Off course,countries/dom,45,3,42.97495841514319,4,Trust and resilience,11,Overall Resilience,0,9
Dominican Republic,DOM,64.6140520927053,76.38,4,12,NA,Getting on track,On track,countries/dom,45,3,75.35970449365675,4,Trust and resilience,12,Accountability Index,0,9
Ecuador,ECU,58.9772878516968,70,1,1,NA,Getting on track,On track,countries/ecu,46,3,69.56573173962533,1,Connectivity and infrastructure,1,ICT Development Index,1,9
Ecuador,ECU,58.9772878516968,50.23845847373838,1,2,NA,Getting on track,Getting on track,countries/ecu,46,3,50.773721439335596,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,9
Ecuador,ECU,58.9772878516968,44.76131448106036,1,3,NA,Getting on track,Off course,countries/ecu,46,3,43.35248413079545,1,Connectivity and infrastructure,3,Network Readiness Index,1,9
Ecuador,ECU,58.9772878516968,63,2,4,NA,Getting on track,Getting on track,countries/ecu,46,3,64.25048958789557,2,Rights and freedoms,4,Freedom on the Net,1,9
Ecuador,ECU,58.9772878516968,65,2,5,NA,Getting on track,Getting on track,countries/ecu,46,3,64.28437728062272,2,Rights and freedoms,5,Freedom in the World,1,9
Ecuador,ECU,58.9772878516968,46.21518808448568,2,6,NA,Getting on track,Off course,countries/ecu,46,3,44.70756388300911,2,Rights and freedoms,6,Rule of Law Index,1,9
Ecuador,ECU,58.9772878516968,79.08745247148289,3,7,NA,Getting on track,Leading,countries/ecu,46,3,80.64529154565497,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,9
Ecuador,ECU,58.9772878516968,4.51,3,8,NA,Getting on track,Off course,countries/ecu,46,3,5.2833598984777925,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,9
Ecuador,ECU,58.9772878516968,70.625,3,9,NA,Getting on track,On track,countries/ecu,46,3,69.0370346577838,3,Responsibility and sustainability,9,DTI Index,1,9
Ecuador,ECU,58.9772878516968,87.11004070959461,4,10,NA,Getting on track,Leading,countries/ecu,46,3,87.47833868510497,4,Trust and resilience,10,Global Cybersecurity Index,1,9
Ecuador,ECU,58.9772878516968,52,4,11,NA,Getting on track,Getting on track,countries/ecu,46,3,50.674409721046686,4,Trust and resilience,11,Overall Resilience,1,9
Ecuador,ECU,58.9772878516968,75.18,4,12,NA,Getting on track,On track,countries/ecu,46,3,75.48120497196913,4,Trust and resilience,12,Accountability Index,1,9
Egypt,EGY,46.7101400615296,76.8,1,1,NA,Off course,On track,countries/egy,47,3,77.90211852844804,1,Connectivity and infrastructure,1,ICT Development Index,2,9
Egypt,EGY,46.7101400615296,48.26166459290574,1,2,NA,Off course,Off course,countries/egy,47,3,49.16008452350537,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,9
Egypt,EGY,46.7101400615296,44.42480681834793,1,3,NA,Off course,Off course,countries/egy,47,3,42.76748851591772,1,Connectivity and infrastructure,3,Network Readiness Index,2,9
Egypt,EGY,46.7101400615296,28,2,4,NA,Off course,Off course,countries/egy,47,3,29.152964388020337,2,Rights and freedoms,4,Freedom on the Net,2,9
Egypt,EGY,46.7101400615296,18,2,5,NA,Off course,Off course,countries/egy,47,3,18.942331423051655,2,Rights and freedoms,5,Freedom in the World,2,9
Egypt,EGY,46.7101400615296,35.08260793293175,2,6,NA,Off course,Off course,countries/egy,47,3,36.972562079860836,2,Rights and freedoms,6,Rule of Law Index,2,9
Egypt,EGY,46.7101400615296,77.9467680608365,3,7,NA,Off course,On track,countries/egy,47,3,77.07964410311313,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,9
Egypt,EGY,46.7101400615296,15.79,3,8,NA,Off course,Off course,countries/egy,47,3,16.991562453992664,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,9
Egypt,EGY,46.7101400615296,39.89583333333333,3,9,NA,Off course,Off course,countries/egy,47,3,39.12927922637512,3,Responsibility and sustainability,9,DTI Index,2,9
Egypt,EGY,46.7101400615296,100,4,10,NA,Off course,Leading,countries/egy,47,3,99.72838863171637,4,Trust and resilience,10,Global Cybersecurity Index,2,9
Egypt,EGY,46.7101400615296,40,4,11,NA,Off course,Off course,countries/egy,47,3,38.55697660241276,4,Trust and resilience,11,Overall Resilience,2,9
Egypt,EGY,46.7101400615296,36.32,4,12,NA,Off course,Off course,countries/egy,47,3,34.5495224647969,4,Trust and resilience,12,Accountability Index,2,9
El Salvador,SLV,52.4478908285585,66.1,1,1,NA,Getting on track,On track,countries/slv,48,3,64.83655898869037,1,Connectivity and infrastructure,1,ICT Development Index,3,9
El Salvador,SLV,52.4478908285585,100,1,2,NA,Getting on track,Leading,countries/slv,48,3,100.45954514946789,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,9
El Salvador,SLV,52.4478908285585,39.3608323690604,1,3,NA,Getting on track,Off course,countries/slv,48,3,37.82478459655601,1,Connectivity and infrastructure,3,Network Readiness Index,3,9
El Salvador,SLV,52.4478908285585,NA,2,4,NA,Getting on track,NA,countries/slv,48,3,NA,2,Rights and freedoms,4,Freedom on the Net,3,9
El Salvador,SLV,52.4478908285585,47,2,5,NA,Getting on track,Off course,countries/slv,48,3,47.95914441905916,2,Rights and freedoms,5,Freedom in the World,3,9
El Salvador,SLV,52.4478908285585,43.15064122887377,2,6,NA,Getting on track,Off course,countries/slv,48,3,45.14560209108566,2,Rights and freedoms,6,Rule of Law Index,3,9
El Salvador,SLV,52.4478908285585,77.56653992395437,3,7,NA,Getting on track,On track,countries/slv,48,3,76.84106889955288,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,9
El Salvador,SLV,52.4478908285585,2.7,3,8,NA,Getting on track,Off course,countries/slv,48,3,2.3581766828894617,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,9
El Salvador,SLV,52.4478908285585,79.375,3,9,NA,Getting on track,Leading,countries/slv,48,3,81.23662929516286,3,Responsibility and sustainability,9,DTI Index,3,9
El Salvador,SLV,52.4478908285585,37.29378559225543,4,10,NA,Getting on track,Off course,countries/slv,48,3,35.46753601235642,4,Trust and resilience,10,Global Cybersecurity Index,3,9
El Salvador,SLV,52.4478908285585,35,4,11,NA,Getting on track,Off course,countries/slv,48,3,36.162980881519616,4,Trust and resilience,11,Overall Resilience,3,9
El Salvador,SLV,52.4478908285585,49.38,4,12,NA,Getting on track,Off course,countries/slv,48,3,49.209801766201856,4,Trust and resilience,12,Accountability Index,3,9
Equatorial Guinea,GNQ,35.4821614447123,44.8,1,1,NA,Off course,Off course,countries/gnq,49,3,46.27369898483157,1,Connectivity and infrastructure,1,ICT Development Index,4,9
Equatorial Guinea,GNQ,35.4821614447123,35.4290571471847,1,2,NA,Off course,Off course,countries/gnq,49,3,33.74058750161746,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,9
Equatorial Guinea,GNQ,35.4821614447123,NA,1,3,NA,Off course,NA,countries/gnq,49,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,4,9
Equatorial Guinea,GNQ,35.4821614447123,NA,2,4,NA,Off course,NA,countries/gnq,49,3,NA,2,Rights and freedoms,4,Freedom on the Net,4,9
Equatorial Guinea,GNQ,35.4821614447123,5,2,5,NA,Off course,Off course,countries/gnq,49,3,4.546391225419939,2,Rights and freedoms,5,Freedom in the World,4,9
Equatorial Guinea,GNQ,35.4821614447123,NA,2,6,NA,Off course,NA,countries/gnq,49,3,NA,2,Rights and freedoms,6,Rule of Law Index,4,9
Equatorial Guinea,GNQ,35.4821614447123,61.59695817490495,3,7,NA,Off course,Getting on track,countries/gnq,49,3,62.76132494264669,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,9
Equatorial Guinea,GNQ,35.4821614447123,NA,3,8,NA,Off course,NA,countries/gnq,49,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,9
Equatorial Guinea,GNQ,35.4821614447123,53.95833333333333,3,9,NA,Off course,Getting on track,countries/gnq,49,3,55.406799609151975,3,Responsibility and sustainability,9,DTI Index,4,9
Equatorial Guinea,GNQ,35.4821614447123,25.442942902276187,4,10,NA,Off course,Off course,countries/gnq,49,3,25.902719236740737,4,Trust and resilience,10,Global Cybersecurity Index,4,9
Equatorial Guinea,GNQ,35.4821614447123,27,4,11,NA,Off course,Off course,countries/gnq,49,3,27.92422494571656,4,Trust and resilience,11,Overall Resilience,4,9
Equatorial Guinea,GNQ,35.4821614447123,30.63,4,12,NA,Off course,Off course,countries/gnq,49,3,29.801585217118262,4,Trust and resilience,12,Accountability Index,4,9
Estonia,EST,81.9625586413634,97.9,1,1,NA,Leading,Leading,countries/est,50,3,96.65146994926036,1,Connectivity and infrastructure,1,ICT Development Index,0,10
Estonia,EST,81.9625586413634,100,1,2,NA,Leading,Leading,countries/est,50,3,98.92428011633456,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,10
Estonia,EST,81.9625586413634,67.8476078452709,1,3,NA,Leading,On track,countries/est,50,3,67.27497748082307,1,Connectivity and infrastructure,3,Network Readiness Index,0,10
Estonia,EST,81.9625586413634,92,2,4,NA,Leading,Leading,countries/est,50,3,91.1341188121587,2,Rights and freedoms,4,Freedom on the Net,0,10
Estonia,EST,81.9625586413634,96,2,5,NA,Leading,Leading,countries/est,50,3,96.73871430940926,2,Rights and freedoms,5,Freedom in the World,0,10
Estonia,EST,81.9625586413634,81.70561525163944,2,6,NA,Leading,Leading,countries/est,50,3,82.20274632548686,2,Rights and freedoms,6,Rule of Law Index,0,10
Estonia,EST,81.9625586413634,47.9087452471483,3,7,NA,Leading,Off course,countries/est,50,3,47.96759460701081,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,10
Estonia,EST,81.9625586413634,67.61,3,8,NA,Leading,On track,countries/est,50,3,68.2901732936874,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,10
Estonia,EST,81.9625586413634,81.04166666666667,3,9,NA,Leading,Leading,countries/est,50,3,81.39088232411693,3,Responsibility and sustainability,9,DTI Index,0,10
Estonia,EST,81.9625586413634,95.03706868563637,4,10,NA,Leading,Leading,countries/est,50,3,95.37640635774329,4,Trust and resilience,10,Global Cybersecurity Index,0,10
Estonia,EST,81.9625586413634,61,4,11,NA,Leading,Getting on track,countries/est,50,3,59.15170530229807,4,Trust and resilience,11,Overall Resilience,0,10
Estonia,EST,81.9625586413634,95.5,4,12,NA,Leading,Leading,countries/est,50,3,94.15146883856505,4,Trust and resilience,12,Accountability Index,0,10
Ethiopia,ETH,39.1956866895868,39.8,1,1,NA,Off course,Off course,countries/eth,51,3,39.61185948383063,1,Connectivity and infrastructure,1,ICT Development Index,1,10
Ethiopia,ETH,39.1956866895868,18.0049959640331,1,2,NA,Off course,Off course,countries/eth,51,3,18.68123208222309,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,10
Ethiopia,ETH,39.1956866895868,29.5958477897796,1,3,NA,Off course,Off course,countries/eth,51,3,31.019308074027595,1,Connectivity and infrastructure,3,Network Readiness Index,1,10
Ethiopia,ETH,39.1956866895868,27,2,4,NA,Off course,Off course,countries/eth,51,3,27.41881280206144,2,Rights and freedoms,4,Freedom on the Net,1,10
Ethiopia,ETH,39.1956866895868,18,2,5,NA,Off course,Off course,countries/eth,51,3,18.53890430741012,2,Rights and freedoms,5,Freedom in the World,1,10
Ethiopia,ETH,39.1956866895868,37.12885120501373,2,6,NA,Off course,Off course,countries/eth,51,3,36.291193923816124,2,Rights and freedoms,6,Rule of Law Index,1,10
Ethiopia,ETH,39.1956866895868,99.23954372623574,3,7,NA,Off course,Leading,countries/eth,51,3,100.02085831531893,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,10
Ethiopia,ETH,39.1956866895868,6.1,3,8,NA,Off course,Off course,countries/eth,51,3,5.1542255602777,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,10
Ethiopia,ETH,39.1956866895868,39.79166666666667,3,9,NA,Off course,Off course,countries/eth,51,3,41.548451633813485,3,Responsibility and sustainability,9,DTI Index,1,10
Ethiopia,ETH,39.1956866895868,76.5073349233127,4,10,NA,Off course,On track,countries/eth,51,3,75.99963545234564,4,Trust and resilience,10,Global Cybersecurity Index,1,10
Ethiopia,ETH,39.1956866895868,33,4,11,NA,Off course,Off course,countries/eth,51,3,33.6767941005528,4,Trust and resilience,11,Overall Resilience,1,10
Ethiopia,ETH,39.1956866895868,46.18,4,12,NA,Off course,Off course,countries/eth,51,3,45.28747296269983,4,Trust and resilience,12,Accountability Index,1,10
Finland,FIN,79.0184503427166,98.1,1,1,NA,Leading,Leading,countries/fin,52,3,96.21324422061443,1,Connectivity and infrastructure,1,ICT Development Index,2,10
Finland,FIN,79.0184503427166,100,1,2,NA,Leading,Leading,countries/fin,52,3,101.04401593003422,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,10
Finland,FIN,79.0184503427166,75.75572755570823,1,3,NA,Leading,On track,countries/fin,52,3,77.46621663506443,1,Connectivity and infrastructure,3,Network Readiness Index,2,10
Finland,FIN,79.0184503427166,NA,2,4,NA,Leading,NA,countries/fin,52,3,NA,2,Rights and freedoms,4,Freedom on the Net,2,10
Finland,FIN,79.0184503427166,100,2,5,NA,Leading,Leading,countries/fin,52,3,100.8567240620032,2,Rights and freedoms,5,Freedom in the World,2,10
Finland,FIN,79.0184503427166,87.46967868565795,2,6,NA,Leading,Leading,countries/fin,52,3,88.60471065960107,2,Rights and freedoms,6,Rule of Law Index,2,10
Finland,FIN,79.0184503427166,20.91254752851711,3,7,NA,Leading,Off course,countries/fin,52,3,21.469000235904616,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,10
Finland,FIN,79.0184503427166,43.07,3,8,NA,Leading,Off course,countries/fin,52,3,44.35899472299963,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,10
Finland,FIN,79.0184503427166,83.125,3,9,NA,Leading,Leading,countries/fin,52,3,83.71479230374098,3,Responsibility and sustainability,9,DTI Index,2,10
Finland,FIN,79.0184503427166,100,4,10,NA,Leading,Leading,countries/fin,52,3,100.87498481199145,4,Trust and resilience,10,Global Cybersecurity Index,2,10
Finland,FIN,79.0184503427166,67,4,11,NA,Leading,On track,countries/fin,52,3,66.99462144076824,4,Trust and resilience,11,Overall Resilience,2,10
Finland,FIN,79.0184503427166,93.77,4,12,NA,Leading,Leading,countries/fin,52,3,93.74316159494221,4,Trust and resilience,12,Accountability Index,2,10
France,FRA,75.2916116131438,89.8,1,1,NA,On track,Leading,countries/fra,53,3,90.91344804707914,1,Connectivity and infrastructure,1,ICT Development Index,3,10
France,FRA,75.2916116131438,100,1,2,NA,On track,Leading,countries/fra,53,3,100.51264842227101,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,10
France,FRA,75.2916116131438,68.71064703343455,1,3,NA,On track,On track,countries/fra,53,3,67.41109954835866,1,Connectivity and infrastructure,3,Network Readiness Index,3,10
France,FRA,75.2916116131438,76,2,4,NA,On track,On track,countries/fra,53,3,77.55154729261994,2,Rights and freedoms,4,Freedom on the Net,3,10
France,FRA,75.2916116131438,89,2,5,NA,On track,Leading,countries/fra,53,3,89.45001479610801,2,Rights and freedoms,5,Freedom in the World,3,10
France,FRA,75.2916116131438,72.47432014865005,2,6,NA,On track,On track,countries/fra,53,3,71.98563197960281,2,Rights and freedoms,6,Rule of Law Index,3,10
France,FRA,75.2916116131438,16.7300380228137,3,7,NA,On track,Off course,countries/fra,53,3,14.86096555851897,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,10
France,FRA,75.2916116131438,57.62,3,8,NA,On track,Getting on track,countries/fra,53,3,58.58138014551252,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,10
France,FRA,75.2916116131438,82.91666666666666,3,9,NA,On track,Leading,countries/fra,53,3,81.42457209868977,3,Responsibility and sustainability,9,DTI Index,3,10
France,FRA,75.2916116131438,98.97766748616179,4,10,NA,On track,Leading,countries/fra,53,3,98.39054751289716,4,Trust and resilience,10,Global Cybersecurity Index,3,10
France,FRA,75.2916116131438,59,4,11,NA,On track,Getting on track,countries/fra,53,3,60.58754803426564,4,Trust and resilience,11,Overall Resilience,3,10
France,FRA,75.2916116131438,92.27,4,12,NA,On track,Leading,countries/fra,53,3,91.62033757053315,4,Trust and resilience,12,Accountability Index,3,10
Gabon,GAB,45.1286042206557,74.7,1,1,NA,Off course,On track,countries/gab,54,3,75.9713642185554,1,Connectivity and infrastructure,1,ICT Development Index,4,10
Gabon,GAB,45.1286042206557,46.95958375068161,1,2,NA,Off course,Off course,countries/gab,54,3,48.38709341430816,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,10
Gabon,GAB,45.1286042206557,NA,1,3,NA,Off course,NA,countries/gab,54,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,4,10
Gabon,GAB,45.1286042206557,NA,2,4,NA,Off course,NA,countries/gab,54,3,NA,2,Rights and freedoms,4,Freedom on the Net,4,10
Gabon,GAB,45.1286042206557,21,2,5,NA,Off course,Off course,countries/gab,54,3,22.563341714441776,2,Rights and freedoms,5,Freedom in the World,4,10
Gabon,GAB,45.1286042206557,39.68026140441523,2,6,NA,Off course,Off course,countries/gab,54,3,38.47508661558257,2,Rights and freedoms,6,Rule of Law Index,4,10
Gabon,GAB,45.1286042206557,68.82129277566541,3,7,NA,Off course,On track,countries/gab,54,3,70.19658369476069,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,10
Gabon,GAB,45.1286042206557,1.66,3,8,NA,Off course,Off course,countries/gab,54,3,0.27940850969403974,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,10
Gabon,GAB,45.1286042206557,63.645833333333336,3,9,NA,Off course,Getting on track,countries/gab,54,3,65.2483092773085,3,Responsibility and sustainability,9,DTI Index,4,10
Gabon,GAB,45.1286042206557,39.84907094246232,4,10,NA,Off course,Off course,countries/gab,54,3,41.193528425381416,4,Trust and resilience,10,Global Cybersecurity Index,4,10
Gabon,GAB,45.1286042206557,40,4,11,NA,Off course,Off course,countries/gab,54,3,38.84512762632221,4,Trust and resilience,11,Overall Resilience,4,10
Gabon,GAB,45.1286042206557,54.97,4,12,NA,Off course,Getting on track,countries/gab,54,3,56.12165827050805,4,Trust and resilience,12,Accountability Index,4,10
Gambia,GMB,58.8017430979766,NA,1,1,NA,Getting on track,NA,countries/gmb,55,3,NA,1,Connectivity and infrastructure,1,ICT Development Index,0,11
Gambia,GMB,58.8017430979766,100,1,2,NA,Getting on track,Leading,countries/gmb,55,3,99.54752454347908,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,11
Gambia,GMB,58.8017430979766,NA,1,3,NA,Getting on track,NA,countries/gmb,55,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,0,11
Gambia,GMB,58.8017430979766,56,2,4,NA,Getting on track,Getting on track,countries/gmb,55,3,57.161916735582054,2,Rights and freedoms,4,Freedom on the Net,0,11
Gambia,GMB,58.8017430979766,50,2,5,NA,Getting on track,Off course,countries/gmb,55,3,49.38924442511052,2,Rights and freedoms,5,Freedom in the World,0,11
Gambia,GMB,58.8017430979766,48.99861006015324,2,6,NA,Getting on track,Off course,countries/gmb,55,3,48.167275787753695,2,Rights and freedoms,6,Rule of Law Index,0,11
Gambia,GMB,58.8017430979766,96.57794676806084,3,7,NA,Getting on track,Leading,countries/gmb,55,3,95.29254631503723,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,11
Gambia,GMB,58.8017430979766,1,3,8,NA,Getting on track,Off course,countries/gmb,55,3,1.6518617011606693,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,11
Gambia,GMB,58.8017430979766,62.708333333333336,3,9,NA,Getting on track,Getting on track,countries/gmb,55,3,62.06036650606742,3,Responsibility and sustainability,9,DTI Index,0,11
Gambia,GMB,58.8017430979766,61.73254081821932,4,10,NA,Getting on track,Getting on track,countries/gmb,55,3,63.668210000087754,4,Trust and resilience,10,Global Cybersecurity Index,0,11
Gambia,GMB,58.8017430979766,33,4,11,NA,Getting on track,Off course,countries/gmb,55,3,32.545151971280575,4,Trust and resilience,11,Overall Resilience,0,11
Gambia,GMB,58.8017430979766,78,4,12,NA,Getting on track,On track,countries/gmb,55,3,77.7270374642685,4,Trust and resilience,12,Accountability Index,0,11
Georgia,GEO,67.0206035860788,87.8,1,1,NA,On track,Leading,countries/geo,56,3,86.97381690163165,1,Connectivity and infrastructure,1,ICT Development Index,1,11
Georgia,GEO,67.0206035860788,100,1,2,NA,On track,Leading,countries/geo,56,3,98.92789686471224,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,11
Georgia,GEO,67.0206035860788,49.2955648764966,1,3,NA,On track,Off course,countries/geo,56,3,47.555576283111975,1,Connectivity and infrastructure,3,Network Readiness Index,1,11
Georgia,GEO,67.0206035860788,74,2,4,NA,On track,On track,countries/geo,56,3,73.28630817495286,2,Rights and freedoms,4,Freedom on the Net,1,11
Georgia,GEO,67.0206035860788,55,2,5,NA,On track,Getting on track,countries/geo,56,3,53.93870216794312,2,Rights and freedoms,5,Freedom in the World,1,11
Georgia,GEO,67.0206035860788,59.56362567403845,2,6,NA,On track,Getting on track,countries/geo,56,3,59.76384826218269,2,Rights and freedoms,6,Rule of Law Index,1,11
Georgia,GEO,67.0206035860788,68.06083650190114,3,7,NA,On track,On track,countries/geo,56,3,68.59019725724785,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,11
